STATION,DATE,YEAR,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72750304909,1/26/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",16,24,11.2,24,9999.9,0,984,24,8.9,24,1.5,24,6,,24.8,*,5,*,99.99, ,999.9,1000
72750304909,1/27/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",21.4,24,17.8,24,9999.9,0,976.4,24,4.3,24,3,24,8.9,15,26.6,*,19.4,*,99.99, ,999.9,101000
72750304909,1/28/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",24.4,24,19.7,24,9999.9,0,977.3,11,9.2,24,3,24,9.9,14,26.6,*,21.2,*,99.99, ,999.9,1000
72750304909,1/29/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",25.2,24,21.7,24,9999.9,0,999.9,0,6.6,24,4.2,24,11.1,15,30.2,*,19.4,*,99.99, ,999.9,1000
72750304909,1/30/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",15.9,24,11,24,9999.9,0,991.7,24,9.2,24,5,24,8,,19.4,*,12.2,*,99.99, ,999.9,1000
72750304909,1/31/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",13.2,24,8.9,24,9999.9,0,996.1,24,4.3,24,5.3,24,8.9,,17.6,*,10.4,*,99.99, ,999.9,1000
72750304909,2/1/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",8.4,24,2.4,24,9999.9,0,998.6,24,8.3,24,6.2,24,12,17.1,15.8,*,1.4,*,99.99, ,999.9,1000
72750304909,2/2/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",2.1,24,-6.4,24,9999.9,0,997.4,24,10,24,6,24,11.1,17.1,10.4,*,-9.4,*,0,I,999.9,0
72750304909,2/3/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",6.4,24,-1.9,24,9999.9,0,988.9,24,9.5,24,8.4,24,17.1,22,19.4,*,-4,*,99.99, ,999.9,1000
72750304909,2/4/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",17.3,24,12.1,24,9999.9,0,978.2,24,10,24,5.9,24,8.9,,33.8,*,8.6,*,0,I,999.9,0
72750304909,2/5/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",20.7,24,17.7,24,9999.9,0,969.8,24,3.6,24,0.9,24,4.1,,28.4,*,12.2,*,99.99, ,999.9,101000
72750304909,2/6/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",26.9,24,22.3,24,9999.9,0,978.4,24,8.7,24,3.8,24,8.9,,28.4,*,24.8,*,99.99, ,999.9,101000
72750304909,2/7/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",11.8,24,6.7,24,9999.9,0,986.7,24,9,24,5.1,24,11.1,15,26.6,*,1.4,*,99.99, ,999.9,1000
72750304909,2/8/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",-3,24,-9.7,24,9999.9,0,993.6,24,10,24,5.9,24,11.1,19,8.6,*,-14.8,*,99.99, ,999.9,1000
72750304909,2/9/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",-0.9,24,-7.8,24,9999.9,0,989.5,24,10,24,6.3,24,12,15.9,6.8,*,-7.6,*,0,I,999.9,0
72750304909,2/10/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",-6.1,24,-11.6,24,9999.9,0,982.5,24,10,24,1.6,24,5.1,,8.6,*,-22,*,99.99, ,999.9,1000
72750304909,2/11/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",0,24,-4.5,24,9999.9,0,976.6,24,9.5,24,2.1,24,5.1,,28.4,*,-14.8,*,99.99, ,999.9,1000
72750304909,2/12/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",25.5,24,20.6,24,9999.9,0,977.1,24,9.8,24,4,24,9.9,15,35.6,*,14,*,0,I,999.9,0
72750304909,2/13/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",33.2,24,27.3,24,9999.9,0,966.8,24,10,24,5.3,24,12,20,48.2,*,24.8,*,0,I,999.9,0
72750304909,2/14/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",37.8,24,31.1,24,9999.9,0,977,24,10,24,8.7,24,15.9,28,44.6,*,33.8,*,0,I,999.9,0
72750304909,2/15/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",34.4,24,29.2,24,9999.9,0,982,24,9.6,24,9.2,24,17.1,22.9,41,*,30.2,*,0,I,999.9,0
72750304909,2/16/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",35.7,24,29.9,24,9999.9,0,974.7,24,7.5,24,4.7,24,8.9,,51.8,*,26.6,*,0,I,999.9,0
72750304909,2/17/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",40.1,24,36.3,24,9999.9,0,963.6,24,3.1,24,5.7,24,15.9,24.1,44.6,*,37.4,*,0,I,999.9,100000
72750304909,2/18/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",22.7,24,15.8,24,9999.9,0,978,24,10,24,14,24,21,31.1,35.6,*,14,*,99.99, ,999.9,1000
72750304909,2/19/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",12.6,24,5.4,24,9999.9,0,995.5,24,10,24,4.3,24,8,,24.8,*,6.8,*,0,I,999.9,0
72750304909,2/20/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",22.2,24,16.3,24,9999.9,0,984.8,24,9.2,24,5.7,24,15,22.9,28.4,*,17.6,*,99.99, ,999.9,1000
72750304909,2/21/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",20.4,24,16.7,24,9999.9,0,978.2,24,2.1,24,8.3,24,13,20,23,*,19.4,*,99.99, ,999.9,1000
72750304909,2/22/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",13.3,24,9,24,9999.9,0,986.2,24,7.6,24,3,24,9.9,14,24.8,*,-2.2,*,99.99, ,999.9,1000
72750304909,2/23/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",26.9,24,21.4,24,9999.9,0,982.6,24,9.4,24,8.7,24,14,19,35.6,*,21.2,*,0,I,999.9,0
72750304909,2/24/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",23.1,24,16.5,24,9999.9,0,985.8,24,9,24,6.3,24,11.1,15.9,30.2,*,12.2,*,99.99, ,999.9,1000
72750304909,2/25/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",6.7,24,-1.2,24,9999.9,0,990.3,24,9.3,24,4.8,24,11.1,,17.6,*,-0.4,*,99.99, ,999.9,1000
72750304909,2/26/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",-1.5,24,-6.9,24,9999.9,0,985.7,24,7.3,24,1.5,24,6,,3.2,*,-7.6,*,99.99, ,999.9,1000
72750304909,2/27/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",3.7,24,-0.6,24,9999.9,0,973.7,24,8.2,24,3,24,11.1,15.9,26.6,*,-11.2,*,99.99, ,999.9,1000
72750304909,2/28/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",11.8,24,5.6,24,9999.9,0,982.9,24,10,24,2.4,24,8,,24.8,*,-9.4,*,0,I,999.9,0
72750304909,3/1/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",22.5,24,15.7,24,9999.9,0,982.1,18,10,24,7.5,24,17.1,25.1,33.8,*,15.8,*,0,I,999.9,0
72750304909,3/2/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",3.2,24,-5.8,24,9999.9,0,998.6,24,10,24,5.8,24,13,20,19.4,*,-7.6,*,0,I,999.9,0
72750304909,3/3/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",16,24,8.4,24,9999.9,0,990.1,24,9.9,24,3.7,24,7,,26.6,*,8.6,*,0,I,999.9,0
72750304909,3/4/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",25.8,24,20.7,24,9999.9,0,985.5,24,8,24,3.6,24,11.1,18.1,26.6,*,23,*,0,I,999.9,0
72750304909,3/5/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",19.1,24,12,24,9999.9,0,993.5,24,10,24,4.7,24,8,,24.8,*,10.4,*,0,I,999.9,0
72750304909,3/6/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",14.6,24,8.6,24,9999.9,0,992.3,24,9.7,24,1.8,24,6,,26.6,*,1.4,*,99.99, ,999.9,1000
72750304909,3/7/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",23.4,24,18.9,24,9999.9,0,987.4,24,6.5,24,3,24,6,,26.6,*,19.4,*,99.99, ,999.9,1000
72750304909,3/8/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",24.2,24,18.9,24,9999.9,0,989.3,24,9.9,24,2.3,24,7,,37.4,*,8.6,*,0,I,999.9,0
72750304909,3/9/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",31.5,24,26.5,24,9999.9,0,985,24,8.2,24,4.8,24,11.1,17.1,35.6,*,28.4,*,99.99, ,999.9,1000
72750304909,3/10/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",30.3,24,25.2,24,9999.9,0,987.6,24,9.8,24,4.7,24,8.9,,33.8,*,26.6,*,99.99, ,999.9,1000
72750304909,3/11/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",28.1,24,22.4,24,9999.9,0,980.9,24,6.7,24,6.5,24,20,28,42.8,*,19.4,*,0,I,999.9,100000
72750304909,3/12/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",24,24,18.9,24,9999.9,0,973.4,24,7.1,24,11.3,24,19,26,39.2,*,12.2,*,99.99, ,999.9,11000
72750304909,3/13/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",18.1,24,12.1,24,9999.9,0,992.9,24,9.7,24,3.8,24,11.1,15.9,30.2,*,14,*,99.99, ,999.9,1000
72750304909,3/14/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",21.4,24,16.3,24,9999.9,0,993.9,24,8.3,24,3.3,24,11.1,15,39.2,*,8.6,*,0,I,999.9,0
72750304909,3/15/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",34.3,24,28.9,24,9999.9,0,984.6,24,8,24,6.2,24,9.9,14,39.2,*,30.2,*,99.99, ,999.9,10000
72750304909,3/16/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",35.6,24,30.6,24,9999.9,0,979.8,24,6.2,24,4.6,24,12,20,51.8,*,26.6,*,0,I,999.9,100000
72750304909,3/17/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",43.7,24,37.2,24,9999.9,0,971.1,24,9.3,24,5.1,24,14,20,50,*,35.6,*,0,I,999.9,0
72750304909,3/18/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",34.7,24,27.7,24,9999.9,0,986.2,24,10,24,9,24,15,25.1,44.6,*,26.6,*,0,I,999.9,0
72750304909,3/19/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",31,24,25,24,9999.9,0,993.9,24,8.9,24,2.8,24,9.9,,48.2,*,21.2,*,0,I,999.9,0
72750304909,3/20/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",39.5,24,34.6,24,9999.9,0,983,24,6.1,24,6.1,24,15,22,44.6,*,37.4,*,99.99, ,999.9,110010
72750304909,3/21/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",38.5,24,33.7,24,9999.9,0,982.7,24,7.4,24,5,24,12,19,41,*,35.6,*,0,I,999.9,100000
72750304909,3/22/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",35.4,24,31.1,24,9999.9,0,981.6,24,7.8,24,6.5,24,14,21,39.2,*,33.8,*,99.99, ,999.9,11000
72750304909,3/23/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",27.5,24,23.3,24,9999.9,0,974.4,24,3.2,24,9.9,24,14,24.1,33.8,*,24.8,*,99.99, ,999.9,11000
72750304909,3/24/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",16.2,24,9.9,24,9999.9,0,989.4,24,10,24,1.9,24,8.9,17.1,28.4,*,-0.4,*,0,I,999.9,0
72750304909,3/25/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",17.4,24,9.7,24,9999.9,0,987.7,24,10,24,1.8,24,8,,30.2,*,-0.4,*,0,I,999.9,0
72750304909,3/26/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",20.6,24,10.4,24,9999.9,0,990.4,24,10,24,3.4,24,9.9,15.9,28.4,*,10.4,*,0,I,999.9,0
72750304909,3/27/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",20.8,24,12.9,24,9999.9,0,991.6,24,10,24,1.1,24,5.1,,30.2,*,8.6,*,0,I,999.9,0
72750304909,3/28/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",20.2,24,11.8,24,9999.9,0,991.7,24,10,24,0.6,24,6,,35.6,*,3.2,*,0,I,999.9,0
72750304909,3/29/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",23.9,24,13.9,24,9999.9,0,992.5,24,10,24,0.3,24,4.1,,39.2,*,8.6,*,0,I,999.9,0
72750304909,3/30/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",27.1,24,17.1,24,9999.9,0,988.1,24,10,24,0.2,24,6,,39.2,*,12.2,*,0,I,999.9,0
72750304909,3/31/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",35.1,24,24.2,24,9999.9,0,976.8,24,10,24,2.5,24,7,,44.6,*,24.8,*,0,I,999.9,0
72750304909,4/1/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",37.2,24,32.5,24,9999.9,0,968.6,18,5.3,24,3.2,24,13,15.9,44.6,*,32,*,99.99, ,999.9,111000
72750304909,4/2/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",38.5,24,32.4,24,9999.9,0,975,24,9.9,24,4.5,24,8.9,14,48.2,*,30.2,*,0,I,999.9,0
72750304909,4/3/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",43.2,24,36,24,9999.9,0,967.8,24,10,24,6.2,24,13,21,51.8,*,37.4,*,99.99, ,999.9,10000
72750304909,4/4/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",38.9,24,32.1,24,9999.9,0,966.7,24,8.9,24,9.7,24,21,27,44.6,*,35.6,*,99.99, ,999.9,11000
72750304909,4/5/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",37.6,24,29.5,24,9999.9,0,972.5,24,10,24,5.5,24,13,18.1,53.6,*,24.8,*,0,I,999.9,0
72750304909,4/6/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",42.8,24,34.6,24,9999.9,0,972.3,24,10,24,2.7,24,7,,53.6,*,28.4,*,0,I,999.9,0
72750304909,4/7/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",46.8,24,36.4,24,9999.9,0,979.5,24,10,24,3.4,24,11.1,17.1,64.4,*,30.2,*,0,I,999.9,0
72750304909,4/8/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",51.3,24,39.6,24,9999.9,0,980.1,24,10,24,4.1,24,11.1,15.9,64.4,*,33.8,*,0,I,999.9,0
72750304909,4/9/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",52.5,24,45.3,24,9999.9,0,977.6,24,8.7,24,4.1,24,8.9,,60.8,*,48.2,*,0,I,999.9,0
72750304909,4/10/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",55.7,24,50.5,24,9999.9,0,963.8,24,5.6,24,6.5,24,15.9,24.1,71.6,*,48.2,*,99.99, ,999.9,10010
72750304909,4/11/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",49.3,24,41.4,24,9999.9,0,969.8,24,9.2,24,10.9,24,14,24.1,60.8,*,42.8,*,99.99, ,999.9,10000
72750304909,4/12/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",50.5,24,40.2,24,9999.9,0,981.6,24,10,24,3.7,24,11.1,15,68,*,33.8,*,0,I,999.9,0
72750304909,4/13/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",54.7,24,41.5,24,9999.9,0,983.6,24,10,24,6.9,24,14,21,66.2,*,46.4,*,99.99, ,999.9,10000
72750304909,4/14/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",39.7,24,29.6,24,9999.9,0,989.9,24,10,24,8.9,24,13,22.9,51.8,*,30.2,*,0,I,999.9,0
72750304909,4/15/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",39,24,27.6,24,9999.9,0,985,24,10,24,9.6,24,15,26,48.2,*,33.8,*,99.99, ,999.9,10000
72750304909,4/16/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",35.3,24,28,24,9999.9,0,972.2,24,9.2,24,8.7,24,15.9,28.9,42.8,*,30.2,*,99.99, ,999.9,1000
72750304909,4/17/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",36.1,24,27.1,24,9999.9,0,974.5,24,10,24,9.6,24,17.1,22,44.6,*,30.2,*,99.99, ,999.9,11000
72750304909,4/18/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",37.7,24,27.6,24,9999.9,0,979.6,24,10,24,2.8,24,6,,44.6,*,30.2,*,0,I,999.9,0
72750304909,4/19/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",40,24,29.8,24,9999.9,0,981.7,24,10,24,5.1,24,9.9,15.9,46.4,*,33.8,*,0,I,999.9,0
72750304909,4/20/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",36.1,24,29.4,24,9999.9,0,983.4,24,7,24,3.4,24,8.9,14,44.6,*,30.2,*,99.99, ,999.9,11000
72750304909,4/21/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",36.8,24,30.9,24,9999.9,0,989.5,24,7.8,24,3.2,24,11.1,15,48.2,*,26.6,*,99.99, ,999.9,110000
72750304909,4/22/2011,2011,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",40.4,24,35.4,24,9999.9,0,981,24,8.9,24,6.9,24,12,20,46.4,*,37.4,*,99.99, ,999.9,10000
